stimp,skill,slope_pct,clock,length_ft,rollout_m,n_trials,n_holed,n_runaway,n_off_green,n_miss,n_kept,ball_x_m,ball_y_m,axis_x,axis_y
10,hcp30,3,3,80,0.00,10000,24,0,0,9976,1509,0.000,24.384,0.9717,-0.2363
10,hcp30,3,6,80,0.00,10000,10,0,0,9990,1511,24.384,0.000,-1.0000,0.0000
10,hcp30,3,12,80,0.00,10000,25,0,0,9975,1516,-24.384,0.000,1.0000,0.0000
10,hcp30,4,3,80,0.00,10000,17,0,0,9983,1512,0.000,24.384,0.9982,-0.0596
10,hcp30,4,6,80,0.00,10000,9,0,0,9991,1513,24.384,0.000,-1.0000,0.0000
10,hcp30,4,12,80,0.00,10000,54,0,0,9946,1511,-24.384,0.000,1.0000,0.0000
10,hcp30,5,3,80,0.00,10000,39,0,0,9961,1510,0.000,24.384,1.0000,-0.0058
10,hcp30,5,6,80,0.00,10000,13,0,0,9987,1507,24.384,0.000,-1.0000,0.0000
10,hcp30,5,12,80,0.00,10000,67,0,0,9933,1510,-24.384,0.000,1.0000,0.0000
10,hcp30,0,12,90,0.00,10000,13,0,0,9987,1514,-27.432,0.000,1.0000,0.0000
10,hcp30,1,3,90,0.00,10000,15,0,0,9985,1505,0.000,27.432,0.4723,-0.8814
10,hcp30,1,6,90,0.00,10000,13,0,0,9987,1512,27.432,0.000,-1.0000,0.0000
10,hcp30,1,12,90,0.00,10000,7,0,0,9993,1511,-27.432,0.000,1.0000,0.0000
10,hcp30,2,3,90,0.00,10000,13,0,0,9987,1510,0.000,27.432,0.8063,-0.5915
10,hcp30,2,6,90,0.00,10000,13,0,0,9987,1511,27.432,0.000,-1.0000,0.0000
10,hcp30,2,12,90,0.00,10000,17,0,0,9983,1511,-27.432,0.000,1.0000,0.0000
10,hcp30,3,3,90,0.00,10000,17,0,0,9983,1514,0.000,27.432,0.9627,-0.2706
10,hcp30,3,6,90,0.00,10000,8,0,0,9992,1509,27.432,0.000,-1.0000,0.0000
10,hcp30,3,12,90,0.00,10000,24,0,0,9976,1515,-27.432,0.000,1.0000,0.0000
10,hcp30,4,3,90,0.00,10000,15,0,0,9985,1509,0.000,27.432,0.9984,-0.0561
10,hcp30,4,6,90,0.00,10000,7,0,0,9993,1508,27.432,0.000,-1.0000,0.0000
10,hcp30,4,12,90,0.00,10000,37,0,0,9963,1513,-27.432,0.000,1.0000,0.0000
10,hcp30,5,3,90,0.00,10000,18,0,0,9982,1511,0.000,27.432,1.0000,-0.0052
10,hcp30,5,6,90,0.00,10000,9,0,0,9991,1506,27.432,0.000,-1.0000,0.0000
10,hcp30,5,12,90,0.00,10000,56,0,0,9944,1516,-27.432,0.000,1.0000,0.0000
10,hcp30,0,12,100,0.00,10000,11,0,0,9989,1514,-30.480,0.000,1.0000,0.0000
10,hcp30,1,3,100,0.00,10000,6,0,0,9994,1511,0.000,30.480,0.4743,-0.8804
10,hcp30,1,6,100,0.00,10000,7,0,0,9993,1514,30.480,0.000,-1.0000,0.0000
10,hcp30,1,12,100,0.00,10000,15,0,0,9985,1508,-30.480,0.000,1.0000,0.0000
10,hcp30,2,3,100,0.00,10000,7,0,0,9993,1510,0.000,30.480,0.8112,-0.5847
10,hcp30,2,6,100,0.00,10000,7,0,0,9993,1514,30.480,0.000,-1.0000,0.0000
10,hcp30,2,12,100,0.00,10000,20,0,0,9980,1516,-30.480,0.000,1.0000,0.0000
10,hcp30,3,3,100,0.00,10000,12,0,0,9988,1515,0.000,30.480,0.9751,-0.2220
10,hcp30,3,6,100,0.00,10000,8,0,0,9992,1512,30.480,0.000,-1.0000,0.0000
10,hcp30,3,12,100,0.00,10000,16,0,0,9984,1512,-30.480,0.000,1.0000,0.0000
10,hcp30,4,3,100,0.00,10000,8,0,0,9992,1515,0.000,30.480,0.9986,-0.0534
10,hcp30,4,6,100,0.00,10000,5,0,0,9995,1509,30.480,0.000,-1.0000,0.0000
10,hcp30,4,12,100,0.00,10000,29,0,0,9971,1510,-30.480,0.000,1.0000,0.0000
10,hcp30,5,3,100,0.00,10000,13,0,0,9987,1512,0.000,30.480,1.0000,-0.0047
10,hcp30,5,6,100,0.00,10000,4,0,0,9996,1505,30.480,0.000,-1.0000,0.0000
10,hcp30,5,12,100,0.00,10000,36,0,0,9964,1512,-30.480,0.000,1.0000,0.0000
