stimp,skill,slope_deg,clock,length_ft,rollout_m,solve_ok,make,make_se,three_plus,exp_strokes,exp_strokes_se,mean_past_miss_m,pct_miss_short,mean_leave_m
8,hcp30,2,3,15,0.50,true,0.07500,0.00294,0.29205,2.22972,0.00489,0.8820,0.2964,0.8732
8,hcp30,2,3,15,0.60,true,0.07537,0.00295,0.31491,2.25407,0.00501,0.9501,0.2638,0.9307
8,hcp30,2,3,15,0.70,true,0.07300,0.00291,0.33960,2.28333,0.00507,1.0157,0.2311,0.9931
8,hcp30,2,3,15,0.80,true,0.07237,0.00290,0.36635,2.31323,0.00517,1.0893,0.2032,1.0643
8,hcp30,2,3,15,0.90,true,0.07075,0.00287,0.39331,2.34463,0.00523,1.1633,0.1784,1.1384
8,hcp30,2,3,15,1.00,true,0.06825,0.00282,0.42083,2.37779,0.00526,1.2408,0.1574,1.2162
8,hcp30,2,3,15,1.10,true,0.06400,0.00274,0.44805,2.41262,0.00525,1.3183,0.1402,1.2937
8,hcp30,2,3,15,1.20,true,0.06062,0.00267,0.47401,2.44554,0.00523,1.3929,0.1226,1.3732
8,hcp30,2,3,20,0.00,true,0.03325,0.00200,0.31291,2.29457,0.00410,0.4555,0.5376,0.9152
8,hcp30,2,3,20,0.10,true,0.03600,0.00208,0.32084,2.30023,0.00419,0.7558,0.4818,0.9308
8,hcp30,2,3,20,0.20,true,0.03887,0.00216,0.33124,2.30857,0.00430,0.8538,0.4418,0.9557
8,hcp30,2,3,20,0.30,true,0.04025,0.00220,0.34360,2.32066,0.00437,0.9247,0.4056,0.9865
8,hcp30,2,3,20,0.40,true,0.04075,0.00221,0.35889,2.33690,0.00444,0.9927,0.3705,1.0262
8,hcp30,2,3,20,0.50,true,0.04263,0.00226,0.37470,2.35250,0.00454,1.0603,0.3408,1.0708
8,hcp30,2,3,20,0.60,true,0.04312,0.00227,0.39232,2.37160,0.00462,1.1252,0.3110,1.1209
8,hcp30,2,3,20,0.70,true,0.04337,0.00228,0.41002,2.39127,0.00468,1.1864,0.2822,1.1743
